7	29	31	32	40	41	66	89	97	118	141	170	174	195
29	31	40	41	58	89	97	103	118	150	170	174	183	195
29	31	40	41	54	61	89	97	118	144	170	174	183	195
29	31	40	41	54	89	97	118	170	172	174	183	195	204
29	31	40	41	60	89	96	97	118	170	174	183	195	201
29	31	40	41	89	90	97	118	170	174	195	200	201	203
29	31	40	41	51	89	91	97	114	118	170	174	183	195
29	31	40	41	71	89	97	118	166	170	174	195	200	201
29	31	40	41	76	89	92	93	97	118	170	174	183	195
29	31	38	40	41	51	85	89	97	118	170	174	183	195
6	29	31	39	40	41	58	89	97	118	170	174	183	195
1	17	29	31	40	41	89	97	118	170	174	182	183	195
29	31	40	41	42	66	89	97	118	170	174	183	187	195
17	29	31	40	41	58	72	89	97	118	170	174	183	195
29	31	38	39	40	41	89	97	118	170	174	183	191	195
17	29	31	40	41	61	89	97	103	118	170	174	183	195
29	31	40	41	89	90	97	115	118	150	170	174	183	195
29	31	40	41	47	58	89	95	97	118	170	174	183	195
29	31	40	41	55	89	97	109	118	145	170	174	183	195
29	31	40	41	54	76	89	91	97	118	170	174	183	195
24	29	31	40	41	61	89	97	118	129	170	174	183	195
0	7	29	31	32	40	41	89	97	118	170	174	188	195
12	29	31	40	41	89	97	118	145	170	172	174	183	195
2	19	29	31	39	40	41	89	97	118	170	174	183	195
29	31	40	41	55	89	97	118	143	170	174	183	195	201
29	30	31	40	41	60	89	93	97	118	170	174	183	195
17	29	31	40	41	89	97	115	118	170	172	174	183	195
17	29	31	40	41	83	89	97	118	170	172	174	183	195
29	31	40	41	85	89	97	118	147	170	174	182	183	195
24	29	31	40	41	89	97	115	118	170	174	182	183	195
29	31	40	41	71	89	97	118	144	150	170	174	183	195
12	29	31	38	39	40	41	89	97	118	170	174	183	195
29	31	40	41	61	89	97	118	145	170	174	183	195	204
12	29	31	40	41	89	97	118	170	172	174	183	187	195
29	31	40	41	54	72	89	91	97	118	170	174	183	195
8	29	31	40	41	55	89	97	118	145	170	174	183	195
1	7	29	31	32	40	41	89	97	118	170	174	188	195
29	31	40	41	54	62	83	89	97	118	170	174	183	195
2	12	29	31	39	40	41	89	97	118	170	174	183	195
6	29	31	40	41	89	97	118	145	170	172	174	183	195
29	31	40	41	60	89	93	97	116	118	170	174	183	195
17	29	31	40	41	83	89	91	97	118	170	174	183	195
29	31	40	41	67	89	92	93	97	118	170	174	183	195
7	29	31	40	41	89	97	118	170	174	188	195	201	204
29	31	40	41	42	85	89	97	118	170	174	183	187	195
4	7	29	31	32	40	41	72	89	97	118	170	174	195
19	29	31	39	40	41	60	89	97	118	170	174	183	195
29	31	40	41	71	89	97	116	118	150	170	174	183	195
29	31	40	41	67	89	90	97	118	150	170	174	183	195
0	29	31	40	41	47	58	89	97	118	170	174	183	195
29	31	40	41	89	97	118	166	170	174	182	183	187	195
25	29	31	40	41	54	89	91	97	118	170	174	183	195
24	29	31	40	41	61	89	97	118	143	170	174	183	195
0	29	31	40	41	89	97	118	150	164	170	174	183	195
29	31	40	41	42	51	89	97	118	170	174	183	195	204
2	25	29	31	39	40	41	89	97	118	170	174	183	195
29	31	40	41	55	89	97	118	129	170	174	183	195	201
29	31	40	41	60	89	93	97	114	118	170	174	183	195
0	17	29	31	40	41	89	97	118	170	174	182	183	195
17	29	31	40	41	89	97	104	118	170	172	174	183	195
8	29	31	40	41	60	89	97	118	170	174	183	187	195
29	31	40	41	42	89	95	97	118	170	174	183	187	195
29	31	40	41	71	89	97	118	150	170	174	183	184	195
6	29	31	38	39	40	41	89	97	118	170	174	183	195
29	31	40	41	61	89	97	118	145	170	174	183	193	195
0	29	31	40	41	89	90	97	118	150	170	174	183	195
22	29	31	40	41	54	89	91	97	118	170	174	183	195
29	31	40	41	89	97	116	118	170	174	182	183	187	195
29	31	40	41	89	91	93	97	118	170	174	183	195	204
24	29	31	40	41	61	89	97	101	118	170	174	183	195
2	22	29	31	39	40	41	89	97	118	170	174	183	195
29	31	40	41	89	97	118	145	170	172	174	183	185	195
17	29	31	36	40	41	89	97	118	170	174	182	183	195
17	29	31	40	41	89	97	118	143	170	172	174	183	195
24	29	31	40	41	71	89	96	97	118	170	176	183	195
7	29	31	40	41	75	89	95	97	118	164	170	174	195
24	29	31	40	41	83	89	97	118	170	174	182	183	195
24	29	31	40	41	89	97	115	118	164	170	176	183	195
22	29	31	38	39	40	41	89	97	118	170	174	183	195
17	29	31	40	41	61	89	97	101	118	170	174	183	195
29	31	39	40	41	72	89	91	97	118	170	174	183	195
29	31	35	40	41	47	58	89	97	118	170	174	183	195
29	31	40	41	55	89	97	118	129	145	170	174	183	195
1	24	29	31	40	41	89	97	118	170	176	182	183	195
24	29	31	40	41	61	89	97	118	170	174	183	193	195
7	29	31	32	40	41	89	97	118	170	174	188	195	204
8	29	31	40	41	89	97	118	145	170	172	174	183	195
24	29	31	40	41	89	97	118	170	172	176	178	183	195
1	29	31	40	41	89	92	93	97	118	170	174	183	195
29	31	40	41	60	89	93	97	118	170	174	183	191	195
17	29	31	40	41	89	97	118	170	172	174	183	185	195
17	29	31	40	41	89	97	118	170	172	174	183	193	195
24	29	31	40	41	89	97	112	118	164	170	176	183	195
24	29	31	40	41	72	89	97	118	170	174	182	183	195
29	31	40	41	71	89	96	97	118	150	170	174	183	195
29	31	38	39	40	41	72	89	97	118	170	174	183	195
0	24	29	31	40	41	89	97	118	164	170	176	183	195
29	31	40	41	89	97	114	118	170	172	174	183	187	195
0	24	29	31	40	41	89	97	118	170	176	182	183	195
29	31	40	41	55	89	97	118	143	145	170	174	183	195
7	29	31	32	40	41	67	89	97	118	170	174	188	195
29	31	35	40	41	54	62	89	97	118	170	174	183	195
24	29	31	40	41	89	97	118	143	170	172	176	183	195
29	31	40	41	89	97	118	144	145	170	172	174	183	195
12	29	31	40	41	60	89	93	97	118	170	174	183	195
29	31	36	40	41	89	92	93	97	118	170	174	183	195
6	29	31	40	41	60	89	93	97	118	170	174	183	195
17	29	31	40	41	66	89	97	118	170	174	182	183	195
24	29	31	40	41	89	97	104	118	170	174	182	183	195
24	29	31	40	41	83	89	97	118	164	170	176	183	195
19	29	31	38	39	40	41	89	97	118	170	174	183	195
29	31	40	41	71	89	95	97	118	150	170	174	183	195
8	29	31	40	41	89	97	118	170	172	174	183	187	195
29	31	40	41	47	58	89	96	97	118	170	174	183	195
29	31	40	41	55	89	97	112	118	145	170	174	183	195
29	31	40	41	42	54	89	97	118	170	174	183	195	204
24	29	31	40	41	61	89	97	115	118	170	174	183	195
7	29	31	32	36	40	41	89	97	118	170	174	188	195
29	31	40	41	71	89	95	97	118	170	174	195	200	201
2	6	29	31	39	40	41	89	97	118	170	174	183	195
29	31	40	41	72	89	92	93	97	118	170	174	183	195
29	31	40	41	60	89	93	97	118	166	170	174	183	195
17	29	31	40	41	67	89	97	118	170	174	182	183	195
17	29	31	40	41	89	97	118	170	172	174	178	183	195
17	29	31	40	41	58	89	97	118	170	174	178	183	195
24	29	31	40	41	89	97	101	118	170	174	182	183	195
29	31	40	41	71	89	97	115	118	150	170	174	183	195
25	29	31	38	39	40	41	89	97	118	170	174	183	195
19	29	31	40	41	61	89	97	118	145	170	174	183	195
19	29	31	40	41	89	97	118	170	172	174	183	187	195
29	31	40	41	54	89	91	97	118	170	174	183	195	197
29	31	40	41	55	89	97	118	120	145	170	174	183	195
7	29	31	32	40	41	66	89	97	118	170	174	188	195
29	31	40	41	55	72	89	93	97	118	170	174	183	195
2	29	31	39	40	41	89	97	118	170	174	183	191	195
29	31	40	41	71	89	97	115	118	170	174	195	200	201
29	31	40	41	60	77	89	93	97	118	170	174	183	195
17	29	31	40	41	89	97	118	129	170	172	174	183	195
17	19	29	31	40	41	89	91	97	118	170	174	183	195
29	31	39	40	41	89	97	118	166	170	174	182	183	195
8	24	29	31	40	41	42	89	97	118	170	176	183	195
29	31	40	41	60	89	97	118	144	170	174	183	187	195
24	29	31	40	41	55	89	95	97	118	170	174	183	195
29	31	40	41	71	89	97	114	118	150	170	174	183	195
8	29	31	40	41	89	92	97	118	145	170	174	183	195
29	31	40	41	61	89	97	118	145	170	174	178	183	195
1	29	31	40	41	54	89	97	118	170	172	174	183	195
29	31	40	41	89	91	97	118	170	174	183	184	187	195
22	29	31	40	41	51	71	89	97	118	170	174	183	195
29	31	40	41	89	91	93	97	118	144	170	174	183	195
29	31	39	40	41	89	90	97	118	170	174	183	185	195
2	29	31	39	40	41	89	97	118	170	174	183	184	195
1	29	31	40	41	55	89	97	118	170	174	183	195	201
29	31	36	40	41	89	97	107	117	118	170	183	190	195
29	31	38	40	41	51	89	97	103	118	170	174	183	195
7	29	31	40	41	75	89	97	118	144	164	170	174	195
29	31	40	41	60	89	97	118	170	174	183	187	191	195
24	29	31	40	41	42	89	97	118	170	176	183	184	195
29	31	40	41	71	89	97	118	150	170	174	178	183	195
0	24	29	31	40	41	42	89	97	118	170	176	183	195
29	31	40	41	61	89	97	118	120	145	170	174	183	195
12	29	31	40	41	89	92	97	118	145	170	174	183	195
29	31	40	41	72	89	91	97	118	170	174	183	187	195
0	29	31	40	41	54	89	97	118	170	172	174	183	195
29	31	40	41	89	91	93	97	101	118	170	174	183	195
24	29	31	40	41	61	89	95	97	118	170	174	183	195
2	29	31	39	40	41	89	97	101	118	170	174	183	195
29	31	36	39	40	41	58	89	97	118	170	174	183	195
29	31	40	41	85	89	97	107	117	118	170	183	190	195
29	31	36	40	41	55	89	97	118	170	174	183	195	201
6	17	29	31	40	41	89	97	118	170	174	182	183	195
12	29	31	39	40	41	89	97	118	170	174	182	183	195
12	24	29	31	40	41	42	89	97	118	170	176	183	195
29	31	40	41	89	91	95	97	118	170	174	183	187	195
7	29	31	32	34	40	41	89	97	109	118	170	174	195
29	31	40	41	71	89	97	118	129	150	170	174	183	195
29	31	40	41	89	97	118	170	172	174	183	187	195	204
29	31	40	41	61	89	97	118	129	145	170	174	183	195
29	31	40	41	54	66	89	97	118	170	172	174	183	195
29	30	31	40	41	89	91	97	118	170	174	183	187	195
29	31	40	41	58	89	93	97	118	170	174	178	183	195
29	31	40	41	89	91	93	97	118	120	170	174	183	195
0	29	31	39	40	41	58	89	97	118	170	174	183	195
2	29	31	39	40	41	89	97	118	166	170	174	183	195
1	24	29	31	40	41	89	90	97	118	170	174	183	195
0	29	31	40	41	89	97	107	117	118	170	183	190	195
29	31	39	40	41	89	97	118	144	170	174	182	183	195
17	29	31	40	41	89	97	118	170	172	174	183	195	204
29	31	40	41	60	89	96	97	118	170	174	183	187	195
6	24	29	31	40	41	42	89	97	118	170	176	183	195
17	29	31	40	41	61	77	89	97	118	170	174	183	195
24	29	31	40	41	89	97	118	170	174	184	190	195	200
29	31	40	41	71	89	97	118	120	145	170	174	183	195
29	31	39	40	41	89	91	97	115	118	170	174	183	195
25	29	31	40	41	89	91	97	118	170	174	183	187	195
29	31	36	40	41	54	89	97	118	170	172	174	183	195
29	31	40	41	89	91	93	97	118	143	170	174	183	195
24	29	31	40	41	61	85	89	97	118	170	174	183	195
2	29	31	39	40	41	89	97	109	118	170	174	183	195
29	31	39	40	41	58	67	89	97	118	170	174	183	195
29	31	39	40	41	89	97	114	118	170	174	182	183	195
29	31	40	41	55	89	97	118	170	174	183	193	195	201
0	24	29	31	40	41	89	97	118	170	172	176	183	195
8	17	29	31	40	41	89	97	118	170	174	182	183	195
24	29	31	40	41	42	89	97	118	166	170	176	183	195
6	29	31	40	41	60	89	97	118	170	174	183	187	195
29	31	38	39	40	41	89	97	118	143	170	174	183	195
29	31	40	41	71	89	97	118	150	166	170	174	183	195
29	31	36	40	41	89	90	97	118	150	170	174	183	195
29	31	40	41	71	89	97	118	143	145	170	174	183	195
29	31	41	42	68	76	89	107	118	147	170	174	195	200
19	29	31	40	41	54	89	91	97	118	170	174	183	195
29	31	40	41	55	83	89	93	97	118	170	174	183	195
29	31	40	41	60	89	97	118	144	170	174	183	195	201
29	31	39	40	41	58	66	89	97	118	170	174	183	195
2	29	31	39	40	41	76	89	97	118	170	174	183	195
29	31	40	41	55	89	97	118	170	174	178	183	195	201
29	31	40	41	89	95	97	107	117	118	170	183	190	195
29	31	40	41	89	96	97	107	117	118	170	183	190	195
17	29	31	40	41	89	97	103	118	170	172	174	183	195
19	29	31	40	41	60	89	97	118	170	174	183	187	195
19	24	29	31	40	41	42	89	97	118	170	176	183	195
6	29	31	40	41	71	89	97	118	150	170	174	183	195
29	31	38	39	40	41	89	97	118	129	170	174	183	195
29	31	40	41	71	89	97	115	118	145	170	174	183	195
29	31	40	41	66	89	90	97	118	150	170	174	183	195
12	29	31	40	41	54	89	91	97	118	170	174	183	195
29	31	40	41	55	89	95	97	118	145	170	174	183	195
29	31	40	41	89	91	93	97	118	170	174	183	195	197
29	31	40	41	54	62	89	97	101	118	170	174	183	195
2	29	31	39	40	41	72	89	97	118	170	174	183	195
1	29	31	39	40	41	58	89	97	118	170	174	183	195
8	29	31	40	41	89	97	118	147	170	174	182	183	195
17	29	31	40	41	89	97	101	118	170	172	174	183	195
24	29	31	40	41	62	89	97	118	170	174	183	193	195
17	29	31	40	41	89	95	97	118	170	174	182	183	195
24	29	31	40	41	42	89	97	118	170	176	183	191	195
12	29	31	40	41	60	89	97	118	170	174	183	187	195
29	31	39	40	41	60	89	97	118	170	174	183	184	195
29	31	40	41	71	89	97	118	150	170	174	183	191	195
1	29	31	40	41	89	90	97	118	150	170	174	183	195
29	31	40	41	61	89	97	118	145	170	174	183	185	195
29	31	40	41	55	89	97	118	145	170	174	183	195	204
0	29	31	40	41	89	91	97	118	170	174	183	187	195
19	29	31	40	41	54	62	89	97	118	170	174	183	195
29	31	40	41	60	89	97	118	170	174	183	184	195	201
29	31	39	40	41	89	90	97	118	170	174	183	195	204
2	29	31	39	40	41	83	89	97	118	170	174	183	195
19	29	31	40	41	55	89	97	118	170	174	183	195	201
2	29	31	40	41	89	97	118	147	170	174	183	195	204
29	31	40	41	67	89	97	107	117	118	170	183	190	195
29	31	40	41	60	89	97	118	166	170	174	183	187	195
24	29	31	40	41	42	89	97	118	144	170	176	183	195
7	29	31	34	40	41	89	97	101	118	164	170	174	195
6	29	31	39	40	41	60	89	97	118	170	174	183	195
29	31	40	41	61	89	97	118	143	145	170	174	183	195
19	29	31	40	41	89	92	97	118	145	170	174	183	195
29	31	40	41	42	54	89	97	118	170	174	183	195	197
29	31	41	42	68	89	107	118	120	147	170	174	195	200
29	31	40	41	60	89	97	118	166	170	174	183	195	201
29	31	40	41	54	62	72	89	97	118	170	174	183	195
2	29	31	39	40	41	77	89	97	118	170	174	183	195
29	31	40	41	71	89	96	97	118	170	174	195	200	201
17	19	29	31	40	41	89	97	118	170	174	182	183	195
22	29	31	40	41	89	92	93	97	118	170	174	183	195
17	29	31	40	41	89	97	112	118	170	172	174	183	195
29	31	40	41	89	92	93	97	118	129	170	174	183	195
29	31	40	41	51	89	90	97	118	170	174	183	195	204
24	29	31	40	41	89	97	116	118	170	174	182	183	195
1	17	29	31	40	41	58	89	97	118	170	174	183	195
24	29	31	40	41	85	89	97	118	170	174	190	195	200
7	22	29	31	34	40	41	89	97	118	164	170	174	195
29	31	39	40	41	89	91	97	109	118	170	174	183	195
29	31	40	41	47	58	89	97	109	118	170	174	183	195
0	29	31	40	41	89	97	118	170	174	182	183	187	195
29	31	40	41	42	54	89	97	109	118	170	174	183	195
29	31	36	40	41	58	89	97	118	170	174	183	195	201
29	31	40	41	66	89	92	97	118	145	170	174	183	195
29	31	39	40	41	89	90	97	118	170	174	183	195	197
24	29	31	40	41	89	97	118	170	172	176	183	184	195
29	31	38	40	41	51	89	97	118	120	170	174	183	195
29	31	40	41	89	92	93	97	115	118	170	174	183	195
29	31	38	40	41	54	89	97	118	143	170	174	183	195
29	31	40	41	42	89	97	118	170	174	183	187	195	197
24	29	31	40	41	89	97	118	164	170	176	183	185	195
24	29	31	40	41	71	89	97	115	118	170	174	183	195
7	29	30	31	34	40	41	89	97	118	164	170	174	195
29	31	39	40	41	60	89	97	118	170	174	183	191	195
24	29	31	40	41	89	97	116	118	164	170	176	183	195
29	31	40	41	89	97	118	166	170	172	174	183	187	195
29	31	40	41	42	54	89	97	104	118	170	174	183	195
29	31	40	41	89	97	118	144	170	174	182	183	187	195
29	31	40	41	89	97	109	118	170	172	174	183	187	195
7	18	29	31	40	41	89	97	118	164	170	174	184	195
24	29	31	40	41	89	97	118	170	172	176	183	191	195
29	31	40	41	42	89	97	118	170	174	183	185	187	195
7	29	31	40	41	66	75	89	97	118	164	170	174	195
29	31	40	41	55	89	97	118	170	174	183	195	201	204
29	31	40	41	89	92	93	97	118	120	170	174	183	195
29	31	38	40	41	54	89	97	118	129	170	174	183	195
24	29	31	40	41	89	97	118	166	170	174	182	183	195
0	29	31	40	41	89	97	118	147	170	174	182	183	195
24	29	31	40	41	89	96	97	118	170	174	190	195	200
17	29	31	40	41	61	76	89	97	118	170	174	183	195
29	31	39	40	41	89	91	97	104	118	170	174	183	195
24	29	31	40	41	89	95	97	118	164	170	176	183	195
29	31	40	41	89	96	97	118	170	174	182	183	187	195
29	31	40	41	42	54	89	97	103	118	170	174	183	195
29	31	40	41	58	66	89	97	118	170	174	183	195	201
29	31	40	41	89	90	97	114	118	150	170	174	183	195
29	31	36	40	41	89	97	118	145	170	172	174	183	195
24	29	31	40	41	89	97	118	144	170	172	176	183	195
7	29	31	40	41	67	75	89	97	118	164	170	174	195
29	31	39	40	41	89	90	97	118	170	174	178	183	195
29	31	38	40	41	54	89	97	104	118	170	174	183	195
29	31	40	41	42	89	97	118	170	174	183	187	193	195
24	29	31	40	41	89	97	118	164	170	176	180	183	195
22	24	29	31	40	41	89	97	118	170	174	182	183	195
2	29	31	40	41	89	97	114	118	170	174	195	200	201
24	29	31	40	41	67	89	97	118	170	174	190	195	200
24	29	31	40	41	89	96	97	118	164	170	176	183	195
6	29	31	40	41	89	97	118	170	172	174	183	187	195
29	31	40	41	42	54	89	97	101	118	170	174	183	195
29	31	40	41	89	97	114	118	170	174	182	183	187	195
29	31	40	41	89	92	97	118	145	170	174	183	191	195
6	7	18	29	31	40	41	89	97	118	164	170	174	195
24	29	31	40	41	89	97	118	166	170	172	176	183	195
29	30	31	40	41	71	89	97	118	170	174	195	200	201
29	31	39	40	41	67	89	97	118	170	174	182	183	195
29	30	31	40	41	89	92	93	97	118	170	174	183	195
24	29	31	40	41	89	97	116	118	170	172	176	183	195
7	29	31	41	68	89	107	118	147	170	174	195	200	203
7	28	29	31	40	41	66	89	97	118	170	174	195	201
1	29	31	40	41	42	89	97	118	170	174	183	187	195
4	7	29	31	32	40	41	89	97	118	170	174	195	204
1	24	29	31	40	41	89	97	118	170	174	190	195	200
7	29	31	34	40	41	89	96	97	118	164	170	174	195
29	31	40	41	89	90	97	116	118	150	170	174	183	195
29	31	40	41	47	58	89	97	115	118	170	174	183	195
29	31	40	41	54	89	97	104	118	170	172	174	183	195
1	24	29	31	40	41	55	89	97	118	170	176	183	195
7	29	31	40	41	89	93	97	118	164	170	174	180	195
7	29	31	32	40	41	83	89	97	118	170	174	188	195
29	31	39	40	41	58	89	97	118	144	170	174	183	195
29	31	40	41	89	92	93	97	101	118	170	174	183	195
0	24	29	31	40	41	71	89	97	118	170	174	183	195
29	31	38	40	41	51	89	95	97	118	170	174	183	195
7	28	29	31	40	41	89	95	97	118	170	174	195	201
24	29	31	40	41	55	89	97	116	118	170	174	183	195
8	24	29	31	40	41	89	97	118	164	170	176	183	195
29	31	36	40	41	42	89	97	118	170	174	183	187	195
0	2	29	31	40	41	89	97	118	170	174	195	200	201
24	29	31	35	40	41	89	97	118	170	174	190	195	200
24	29	31	40	41	66	89	97	118	164	170	176	183	195
29	31	40	41	89	92	97	118	143	145	170	174	183	195
29	31	40	41	42	54	83	89	97	118	170	174	183	195
29	31	40	41	54	89	97	118	166	170	172	174	183	195
29	31	40	41	89	97	115	118	170	172	174	183	187	195
29	31	40	41	89	90	97	118	120	170	174	195	200	201
17	29	31	40	41	89	91	97	103	118	170	174	183	195
29	31	38	40	41	51	89	96	97	118	170	174	183	195
29	31	39	40	41	58	89	97	118	170	174	183	191	195
24	29	31	40	41	89	97	118	129	170	172	176	183	195
7	28	29	31	40	41	85	89	97	118	170	174	195	201
24	29	31	40	41	42	89	97	103	118	170	176	183	195
24	29	31	40	41	89	97	118	164	170	176	183	195	204
24	29	31	36	40	41	89	97	118	170	174	190	195	200
7	29	31	34	40	41	89	95	97	118	164	170	174	195
29	31	40	41	54	76	89	97	118	170	172	174	183	195
24	29	31	40	41	89	97	114	118	164	170	176	183	195
29	31	40	41	54	89	97	112	118	170	172	174	183	195
29	31	40	41	42	54	89	97	115	118	170	174	183	195
7	8	18	29	31	40	41	89	97	118	164	170	174	195
29	31	40	41	67	89	92	97	118	145	170	174	183	195
29	31	39	40	41	89	90	97	118	129	170	174	183	195
6	24	29	31	40	41	89	97	118	170	172	176	183	195
29	31	40	41	89	92	93	97	104	118	170	174	183	195
29	31	38	40	41	51	89	97	114	118	170	174	183	195
24	29	31	40	41	89	97	118	164	170	174	183	185	195
29	31	40	41	42	89	97	118	170	174	183	187	195	204
24	29	31	40	41	89	97	118	164	170	176	183	195	203
29	31	40	41	42	67	89	97	118	170	174	183	187	195
7	25	29	31	34	40	41	89	97	118	164	170	174	195
29	31	39	40	41	60	89	97	118	170	174	183	195	204
29	31	40	41	47	58	89	97	118	120	170	174	183	195
7	8	29	31	40	41	89	97	118	141	164	170	174	195
29	31	40	41	42	54	89	97	112	118	170	174	183	195
29	31	40	41	85	89	97	118	170	174	182	183	187	195
29	31	40	41	89	97	112	118	170	172	174	183	187	195
7	18	29	31	40	41	89	97	118	164	170	174	191	195
29	31	40	41	42	89	97	118	170	174	178	183	187	195
7	29	31	40	41	75	85	89	97	118	164	170	174	195
19	29	31	40	41	60	89	93	97	118	170	174	183	195
17	29	31	40	41	89	97	116	118	170	174	182	183	195
24	25	29	31	40	41	89	97	118	170	174	182	183	195
24	29	31	40	41	89	97	118	164	170	176	178	183	195
29	31	38	39	40	41	89	97	101	118	170	174	183	195
1	29	31	40	41	71	89	97	118	150	170	174	183	195
29	31	40	41	89	97	118	144	170	172	174	183	187	195
29	31	40	41	47	58	83	89	97	118	170	174	183	195
29	31	40	41	55	89	97	118	145	170	174	183	193	195
22	29	31	40	41	42	54	89	97	118	170	174	183	195
24	29	31	40	41	61	89	97	103	118	170	174	183	195
8	29	31	40	41	61	89	97	118	147	170	174	183	195
29	31	40	41	89	97	118	145	166	170	172	174	183	195
24	29	31	40	41	67	89	97	118	170	172	176	183	195
29	31	40	41	89	92	93	97	112	118	170	174	183	195
25	29	31	40	41	60	89	93	97	118	170	174	183	195
29	31	40	41	89	90	95	97	118	150	170	174	183	195
25	29	31	40	41	89	92	97	118	145	170	174	183	195
24	29	31	40	41	89	97	118	143	164	170	176	183	195
12	24	29	31	40	41	89	97	118	170	174	182	183	195
29	31	40	41	67	71	89	97	118	150	170	174	183	195
29	31	38	39	40	41	89	97	109	118	170	174	183	195
29	31	40	41	47	58	72	89	97	118	170	174	183	195
29	31	39	40	41	89	91	97	112	118	170	174	183	195
19	29	31	40	41	42	54	89	97	118	170	174	183	195
29	31	40	41	55	89	97	115	118	145	170	174	183	195
29	31	40	41	89	97	118	170	172	174	183	187	193	195
29	31	40	41	55	76	89	93	97	118	170	174	183	195
24	29	31	40	41	85	89	97	118	170	172	176	183	195
29	31	40	41	89	96	97	118	145	170	172	174	183	195
22	29	31	40	41	60	89	93	97	118	170	174	183	195
17	29	31	40	41	89	91	97	112	118	170	174	183	195
29	31	39	40	41	89	90	97	118	170	174	183	193	195
17	29	31	40	41	89	96	97	118	170	174	182	183	195
24	29	31	40	41	76	89	97	118	170	174	182	183	195
24	29	31	40	41	89	97	109	118	164	170	176	183	195
29	31	38	39	40	41	83	89	97	118	170	174	183	195
29	31	40	41	66	71	89	97	118	150	170	174	183	195
29	31	39	40	41	76	89	91	97	118	170	174	183	195
29	31	40	41	47	58	76	89	97	118	170	174	183	195
29	31	40	41	55	89	97	118	145	170	174	178	183	195
12	29	31	40	41	42	54	89	97	118	170	174	183	195
25	29	31	40	41	54	62	89	97	118	170	174	183	195
7	29	31	32	40	41	89	97	118	170	174	188	195	197
29	31	40	41	89	97	118	145	170	172	174	183	191	195
1	24	29	31	40	41	89	97	118	170	172	176	183	195
25	29	31	40	41	89	92	93	97	118	170	174	183	195
7	28	29	31	40	41	72	89	97	118	170	174	195	201
17	29	31	40	41	89	97	114	118	170	174	182	183	195
29	31	40	41	89	90	96	97	118	150	170	174	183	195
24	29	31	40	41	89	97	104	118	164	170	176	183	195
